lap,t_s,lat,lon,alt_m,speed_ms,g_lat,g_long,throttle,brake,tire_temp_C,ers_battery_MJ
1,49.300000000000004,34.8489393,136.5238796,63.0,82.936,-0.8806,4.0815,1,0.0,79.9,2.494
1,49.31,34.8489334,136.5238988,63.0,82.512,0.0258,5.4087,1,0.0,79.8,2.49
1,49.32,34.84893,136.5238976,63.0,82.534,0.0258,5.4087,1,0.0,79.8,2.49
1,49.33,34.8489326,136.5238982,63.0,82.587,0.0258,5.4087,1,0.0,79.8,2.49
1,49.34,34.8489261,136.523918,63.0,82.722,2.0232,13.5862,1,0.0,79.85,2.486
1,49.35,34.8489273,136.5239139,63.0,82.768,2.0232,13.5862,1,0.0,79.85,2.486
1,49.36,34.848923,136.5239393,63.0,83.756,0.2223,19.177,1,0.0,79.76,2.482
1,49.370000000000005,34.8489214,136.5239395,63.0,83.697,0.2223,19.177,1,0.0,79.76,2.482
1,49.38,34.8489172,136.5239583,63.0,83.681,-0.9798,12.9126,1,0.0,79.73,2.478
1,49.39,34.8489169,136.5239561,63.0,83.698,-0.9798,12.9126,1,0.0,79.73,2.478
1,49.4,34.8489202,136.5239594,63.0,83.639,-0.9798,12.9126,1,0.0,79.73,2.478
1,49.410000000000004,34.8489115,136.5239772,63.0,84.31,-0.8881,3.1191,1,0.0,79.69,2.474
1,49.42,34.8489146,136.5239787,63.0,84.338,-0.8881,3.1191,1,0.0,79.69,2.474
1,49.43,34.8489044,136.5239978,63.0,83.959,-0.0732,0.2279,0,0.0,79.59,2.47
1,49.44,34.8489099,136.5239974,63.0,83.979,-0.0732,0.2279,0,0.0,79.59,2.47
1,49.45,34.848907,136.5239955,63.0,84.034,-0.0732,0.2279,0,0.0,79.59,2.47
1,49.46,34.8489024,136.5240155,63.0,83.949,2.0381,1.0613,1,0.0,79.65,2.466
1,49.47,34.848901,136.5240168,63.0,83.941,2.0381,1.0613,1,0.0,79.65,2.466
1,49.480000000000004,34.848894,136.524038,63.0,84.209,-0.2129,2.1972,1,0.0,79.56,2.462
1,49.49,34.8488933,136.5240368,63.0,84.234,-0.2129,2.1972,1,0.0,79.56,2.462
1,49.5,34.8488823,136.5240573,63.0,84.325,-1.8353,-3.9949,0,0.105,79.59,2.458
1,49.51,34.8488758,136.5240608,63.0,84.291,-1.8353,-3.9949,0,0.105,79.59,2.458
1,49.52,34.8488818,136.5240569,63.0,84.327,-1.8353,-3.9949,0,0.105,79.59,2.458
1,49.53,34.8488744,136.5240779,63.0,83.952,-1.278,-6.2681,0,0.165,79.59,2.458
1,49.54,34.8488675,136.5240763,63.0,83.921,-1.278,-6.2681,0,0.165,79.59,2.458
1,49.550000000000004,34.84886,136.5240937,63.0,83.591,-0.6792,1.1923,1,0.0,79.54,2.454
1,49.56,34.8488619,136.5240957,63.0,83.599,-0.6792,1.1923,1,0.0,79.54,2.454
1,49.57,34.8488529,136.5241152,63.0,83.946,1.6293,13.3987,1,0.0,79.56,2.45
1,49.58,34.8488516,136.524113,63.0,83.924,1.6293,13.3987,1,0.0,79.56,2.45
1,49.59,34.848852,136.524118,63.0,83.941,1.6293,13.3987,1,0.0,79.56,2.45
1,49.6,34.848846,136.5241401,63.0,84.445,-0.9059,22.0636,1,0.0,79.52,2.446
1,49.61,34.8488463,136.5241353,63.0,84.452,-0.9059,22.0636,1,0.0,79.52,2.446
1,49.620000000000005,34.8488404,136.5241512,63.0,85.071,-2.6881,16.1278,1,0.0,79.63,2.449
1,49.63,34.8488426,136.5241541,63.0,85.094,-2.6881,16.1278,1,0.0,79.63,2.449
1,49.64,34.8488416,136.5241543,63.0,85.063,-2.6881,16.1278,1,0.0,79.63,2.449
1,49.65,34.8488296,136.5241789,63.0,85.721,-2.0322,-4.4329,0,0.117,79.68,2.463
1,49.660000000000004,34.8488291,136.5241811,63.0,85.739,-2.0322,-4.4329,0,0.117,79.68,2.463
1,49.67,34.8488207,136.5242007,63.0,85.026,-1.1613,-25.3976,0,0.668,79.66,2.477
1,49.68,34.8488208,136.5241981,63.0,85.061,-1.1613,-25.3976,0,0.668,79.66,2.477
1,49.69,34.8488142,136.5242197,63.0,83.845,0.336,-34.7716,0,0.915,79.57,2.492
1,49.7,34.8488159,136.5242164,63.0,83.824,0.336,-34.7716,0,0.915,79.57,2.492
1,49.71,34.8488167,136.5242206,63.0,83.84,0.336,-34.7716,0,0.915,79.57,2.492
1,49.72,34.8488053,136.5242396,63.0,83.336,-0.8913,-37.3643,0,0.983,79.53,2.507
1,49.730000000000004,34.8488061,136.5242374,63.0,83.341,-0.8913,-37.3643,0,0.983,79.53,2.507
1,49.74,34.8488005,136.5242579,63.0,82.592,-0.6726,-45.4434,0,1.0,79.47,2.522
1,49.75,34.8487962,136.524264,63.0,82.59,-0.6726,-45.4434,0,1.0,79.47,2.522
1,49.76,34.8487877,136.5242818,63.0,81.018,-0.7772,-51.9564,0,1.0,79.42,2.537
1,49.77,34.8487913,136.5242828,63.0,80.982,-0.7772,-51.9564,0,1.0,79.42,2.537
1,49.78,34.8487877,136.524281,63.0,80.976,-0.7772,-51.9564,0,1.0,79.42,2.537
1,49.79,34.8487784,136.5242982,63.0,79.473,-0.2786,-49.6895,0,1.0,79.33,2.552
1,49.800000000000004,34.8487803,136.5242937,63.0,79.468,-0.2786,-49.6895,0,1.0,79.33,2.552
1,49.81,34.8487669,136.5243128,63.0,78.584,-1.0069,-44.3185,0,1.0,79.29,2.568
1,49.82,34.8487681,136.524313,63.0,78.566,-1.0069,-44.3185,0,1.0,79.29,2.568
1,49.83,34.8487669,136.524318,63.0,78.531,-1.0069,-44.3185,0,1.0,79.29,2.568
1,49.84,34.8487545,136.524329,63.0,77.277,0.7663,-40.1844,0,1.0,79.24,2.583
1,49.85,34.8487534,136.5243283,63.0,77.277,0.7663,-40.1844,0,1.0,79.24,2.583
1,49.86,34.8487443,136.5243488,63.0,76.187,0.8008,-36.6865,0,0.965,79.18,2.599
1,49.870000000000005,34.8487435,136.5243479,63.0,76.21,0.8008,-36.6865,0,0.965,79.18,2.599
1,49.88,34.848742,136.5243473,63.0,76.216,0.8008,-36.6865,0,0.965,79.18,2.599
1,49.89,34.8487308,136.5243634,63.0,75.521,2.0277,-31.6861,0,0.834,79.22,2.615
1,49.9,34.8487298,136.524361,63.0,75.52,2.0277,-31.6861,0,0.834,79.22,2.615
1,49.910000000000004,34.8487273,136.5243564,63.0,75.502,2.0277,-31.6861,0,0.834,79.22,2.615
1,49.92,34.8487139,136.5243714,63.0,74.651,4.5787,-28.3476,0,0.746,79.46,2.631
1,49.93,34.8487144,136.5243696,63.0,74.661,4.5787,-28.3476,0,0.746,79.46,2.631
1,49.94,34.848705,136.5243893,63.0,74.078,2.523,-21.6012,0,0.568,79.53,2.648
1,49.95,34.8487078,136.5243881,63.0,74.085,2.523,-21.6012,0,0.568,79.53,2.648
1,49.96,34.8487081,136.5243879,63.0,74.115,2.523,-21.6012,0,0.568,79.53,2.648
1,49.97,34.8486938,136.5244027,63.0,73.415,3.3524,-9.4028,0,0.247,79.67,2.651
1,49.980000000000004,34.8486914,136.5244037,63.0,73.405,3.3524,-9.4028,0,0.247,79.67,2.651
1,49.99,34.8486922,136.5244033,63.0,73.357,3.3524,-9.4028,0,0.247,79.67,2.651
1,50.0,34.8486788,136.5244163,63.0,73.515,2.3891,-2.4374,0,0.064,79.74,2.647
1,50.01,34.8486787,136.5244178,63.0,73.449,2.3891,-2.4374,0,0.064,79.74,2.647
1,50.02,34.8486673,136.5244382,63.0,73.702,3.9055,-3.3586,0,0.088,79.92,2.647
1,50.03,34.8486685,136.5244392,63.0,73.708,3.9055,-3.3586,0,0.088,79.92,2.647
1,50.04,34.848669,136.5244382,63.0,73.646,3.9055,-3.3586,0,0.088,79.92,2.647
1,50.050000000000004,34.8486545,136.5244523,63.0,73.056,4.4093,-8.4165,0,0.221,80.15,2.643
1,50.06,34.8486526,136.5244474,63.0,73.112,4.4093,-8.4165,0,0.221,80.15,2.643
1,50.07,34.8486513,136.5244482,63.0,73.087,4.4093,-8.4165,0,0.221,80.15,2.643
1,50.08,34.8486405,136.5244635,63.0,72.906,1.9796,-8.0307,0,0.211,80.18,2.643
1,50.09,34.8486395,136.5244621,63.0,72.943,1.9796,-8.0307,0,0.211,80.18,2.643
1,50.1,34.8486366,136.5244612,63.0,73.015,1.9796,-8.0307,0,0.211,80.18,2.643
1,50.11,34.8486255,136.524475,63.0,72.759,3.3974,0.544,1,0.0,80.33,2.639
1,50.120000000000005,34.8486234,136.524479,63.0,72.861,3.3974,0.544,1,0.0,80.33,2.639
1,50.13,34.8486096,136.5244963,63.0,72.935,2.5816,11.7825,1,0.0,80.42,2.635
1,50.14,34.8486109,136.5244943,63.0,72.939,2.5816,11.7825,1,0.0,80.42,2.635
1,50.15,34.8486111,136.5244935,63.0,72.89,2.5816,11.7825,1,0.0,80.42,2.635
1,50.160000000000004,34.8485912,136.5245061,63.0,73.579,1.8409,15.9762,1,0.0,80.44,2.631
1,50.17,34.8485927,136.5245092,63.0,73.533,1.8409,15.9762,1,0.0,80.44,2.631
1,50.18,34.8485962,136.5245101,63.0,73.571,1.8409,15.9762,1,0.0,80.44,2.631
1,50.19,34.8485841,136.5245245,63.0,74.35,0.0031,11.4602,1,0.0,80.32,2.627
1,50.2,34.8485793,136.5245263,63.0,74.38,0.0031,11.4602,1,0.0,80.32,2.627
1,50.21,34.8485691,136.5245365,63.0,74.084,-1.531,5.7114,1,0.0,80.32,2.623
1,50.22,34.848566,136.5245406,63.0,74.079,-1.531,5.7114,1,0.0,80.32,2.623
1,50.230000000000004,34.8485638,136.5245405,63.0,74.007,-1.531,5.7114,1,0.0,80.32,2.623
1,50.24,34.8485529,136.524553,63.0,74.209,-1.2356,5.1081,1,0.0,80.29,2.619
1,50.25,34.8485541,136.5245526,63.0,74.217,-1.2356,5.1081,1,0.0,80.29,2.619
1,50.26,34.8485544,136.5245561,63.0,74.157,-1.2356,5.1081,1,0.0,80.29,2.619
1,50.27,34.8485367,136.5245658,63.0,74.394,-1.6122,7.4659,1,0.0,80.3,2.615
1,50.28,34.8485398,136.5245684,63.0,74.444,-1.6122,7.4659,1,0.0,80.3,2.615
1,50.29,34.8485396,136.5245664,63.0,74.47,-1.6122,7.4659,1,0.0,80.3,2.615
1,50.300000000000004,34.8485243,136.5245811,63.0,74.645,-1.1926,6.5583,1,0.0,80.27,2.611
1,50.31,34.8485274,136.524583,63.0,74.648,-1.1926,6.5583,1,0.0,80.27,2.611
1,50.32,34.848516,136.5245971,63.0,74.792,-1.1263,8.8574,1,0.0,80.24,2.607
1,50.33,34.8485185,136.5245996,63.0,74.756,-1.1263,8.8574,1,0.0,80.24,2.607
1,50.34,34.8485194,136.5246005,63.0,74.754,-1.1263,8.8574,1,0.0,80.24,2.607
1,50.35,34.8485103,136.5246124,63.0,74.85,-0.6412,13.2852,1,0.0,80.17,2.603
1,50.36,34.8485087,136.5246123,63.0,74.927,-0.6412,13.2852,1,0.0,80.17,2.603
1,50.370000000000005,34.8485079,136.5246109,63.0,74.94,-0.6412,13.2852,1,0.0,80.17,2.603
1,50.38,34.8484993,136.5246308,63.0,75.599,-0.9046,11.5702,1,0.0,80.12,2.599
1,50.39,34.8484978,136.5246361,63.0,75.529,-0.9046,11.5702,1,0.0,80.12,2.599
1,50.4,34.8484873,136.5246517,63.0,75.95,-0.5586,6.3287,1,0.0,80.04,2.595
1,50.410000000000004,34.8484799,136.5246529,63.0,75.885,-0.5586,6.3287,1,0.0,80.04,2.595
1,50.42,34.8484798,136.5246526,63.0,75.947,-0.5586,6.3287,1,0.0,80.04,2.595
1,50.43,34.8484712,136.5246717,63.0,75.535,-0.3403,3.8286,1,0.0,79.94,2.591
1,50.44,34.8484709,136.524671,63.0,75.516,-0.3403,3.8286,1,0.0,79.94,2.591
1,50.45,34.848469,136.5246684,63.0,75.473,-0.3403,3.8286,1,0.0,79.94,2.591
1,50.46,34.8484623,136.5246883,63.0,75.81,-0.9941,6.534,1,0.0,79.9,2.587
1,50.47,34.8484611,136.5246875,63.0,75.753,-0.9941,6.534,1,0.0,79.9,2.587
1,50.480000000000004,34.8484537,136.5247046,63.0,76.13,-0.143,10.4134,1,0.0,79.79,2.583
1,50.49,34.8484537,136.5247076,63.0,76.169,-0.143,10.4134,1,0.0,79.79,2.583
1,50.5,34.8484549,136.5247078,63.0,76.253,-0.143,10.4134,1,0.0,79.79,2.583
1,50.51,34.8484512,136.5247275,63.0,76.367,-0.9101,9.4694,1,0.0,79.74,2.579
1,50.52,34.8484513,136.5247311,63.0,76.411,-0.9101,9.4694,1,0.0,79.74,2.579
1,50.53,34.8484442,136.524745,63.0,76.781,0.1891,7.4773,1,0.0,79.64,2.575
1,50.54,34.848444,136.5247486,63.0,76.743,0.1891,7.4773,1,0.0,79.64,2.575
1,50.550000000000004,34.8484424,136.524746,63.0,76.683,0.1891,7.4773,1,0.0,79.64,2.575
1,50.56,34.8484355,136.5247676,63.0,76.73,-1.8808,1.7569,1,0.0,79.66,2.571
1,50.57,34.8484346,136.524766,63.0,76.662,-1.8808,1.7569,1,0.0,79.66,2.571
1,50.58,34.8484357,136.5247637,63.0,76.703,-1.8808,1.7569,1,0.0,79.66,2.571
1,50.59,34.8484257,136.524786,63.0,76.815,-4.6101,-8.6866,0,0.229,79.9,2.574
1,50.6,34.8484236,136.5247911,63.0,76.844,-4.6101,-8.6866,0,0.229,79.9,2.574
1,50.61,34.8484159,136.5248108,62.62,76.463,-3.1619,-14.1052,0,0.371,80.02,2.576
1,50.620000000000005,34.8484125,136.5248113,62.62,76.449,-3.1619,-14.1052,0,0.371,80.02,2.576
1,50.63,34.8484124,136.524811,62.62,76.454,-3.1619,-14.1052,0,0.371,80.02,2.576
1,50.64,34.8484014,136.5248324,62.81,75.707,-3.1008,-13.061,0,0.344,80.14,2.572
1,50.65,34.8484057,136.5248258,62.81,75.685,-3.1008,-13.061,0,0.344,80.14,2.572
1,50.660000000000004,34.8484086,136.5248267,62.81,75.613,-3.1008,-13.061,0,0.344,80.14,2.572
1,50.67,34.8483947,136.5248415,62.99,75.69,-1.1439,-9.4097,0,0.248,80.11,2.568
1,50.68,34.848395,136.524835,62.99,75.622,-1.1439,-9.4097,0,0.248,80.11,2.568
1,50.69,34.8483855,136.5248533,63.18,75.419,-3.5274,-3.6373,0,0.096,80.27,2.564
1,50.7,34.8483848,136.524859,63.18,75.403,-3.5274,-3.6373,0,0.096,80.27,2.564
1,50.71,34.8483843,136.5248573,63.18,75.456,-3.5274,-3.6373,0,0.096,80.27,2.564
1,50.72,34.8483711,136.5248758,63.36,75.05,-4.0359,2.7776,1,0.0,80.48,2.56
1,50.730000000000004,34.8483753,136.5248791,63.36,75.125,-4.0359,2.7776,1,0.0,80.48,2.56
1,50.74,34.8483629,136.5248961,63.55,75.743,-2.7367,8.1869,1,0.0,80.58,2.556
1,50.75,34.8483633,136.5248961,63.55,75.806,-2.7367,8.1869,1,0.0,80.58,2.556
1,50.76,34.8483573,136.5248912,63.55,75.821,-2.7367,8.1869,1,0.0,80.58,2.556
1,50.77,34.8483466,136.5249048,63.72,76.033,-3.042,6.1726,1,0.0,80.7,2.552
1,50.78,34.8483493,136.5249076,63.72,75.988,-3.042,6.1726,1,0.0,80.7,2.552
1,50.79,34.8483467,136.5249079,63.72,76.037,-3.042,6.1726,1,0.0,80.7,2.552
1,50.800000000000004,34.8483335,136.5249252,63.91,76.083,-0.8615,1.0836,1,0.0,80.64,2.548
1,50.81,34.8483347,136.5249256,63.91,76.096,-0.8615,1.0836,1,0.0,80.64,2.548
1,50.82,34.8483216,136.5249466,64.08,75.999,-1.0471,3.1036,1,0.0,80.61,2.544
1,50.83,34.8483227,136.5249448,64.08,76.033,-1.0471,3.1036,1,0.0,80.61,2.544
1,50.84,34.848322,136.5249487,64.08,75.998,-1.0471,3.1036,1,0.0,80.61,2.544
1,50.85,34.8483133,136.5249635,64.25,76.131,0.9374,4.9313,1,0.0,80.56,2.54
1,50.86,34.8483114,136.5249673,64.25,76.157,0.9374,4.9313,1,0.0,80.56,2.54
1,50.870000000000005,34.8483172,136.5249628,64.25,76.114,0.9374,4.9313,1,0.0,80.56,2.54
1,50.88,34.8483064,136.5249779,64.41,76.531,1.0263,3.6356,1,0.0,80.52,2.536
1,50.89,34.8483073,136.5249761,64.41,76.47,1.0263,3.6356,1,0.0,80.52,2.536
1,50.9,34.8482905,136.5249909,64.58,76.173,2.2902,2.7267,1,0.0,80.59,2.532
1,50.910000000000004,34.8482918,136.5249937,64.58,76.177,2.2902,2.7267,1,0.0,80.59,2.532
1,50.92,34.8482923,136.524994,64.58,76.209,2.2902,2.7267,1,0.0,80.59,2.532
1,50.93,34.8482736,136.5250115,64.75,76.258,4.1007,-0.0951,0,0.003,80.79,2.528
1,50.94,34.84827,136.5250086,64.75,76.311,4.1007,-0.0951,0,0.003,80.79,2.528
1,50.95,34.8482708,136.5250055,64.75,76.313,4.1007,-0.0951,0,0.003,80.79,2.528
1,50.96,34.8482573,136.5250201,64.93,76.631,2.6296,-2.6668,0,0.07,80.88,2.528
1,50.97,34.8482561,136.5250195,64.93,76.569,2.6296,-2.6668,0,0.07,80.88,2.528
1,50.980000000000004,34.8482454,136.5250335,65.1,75.911,2.4316,-5.6107,0,0.148,80.96,2.524
1,50.99,34.8482433,136.5250306,65.1,75.929,2.4316,-5.6107,0,0.148,80.96,2.524
1,51.0,34.8482423,136.5250339,65.1,75.983,2.4316,-5.6107,0,0.148,80.96,2.524
1,51.01,34.848228,136.5250478,65.27,76.103,0.6908,-4.1036,0,0.108,80.9,2.52
1,51.02,34.8482294,136.5250515,65.27,76.155,0.6908,-4.1036,0,0.108,80.9,2.52
1,51.03,34.8482125,136.5250659,65.44,76.014,2.0736,-0.6694,0,0.018,80.94,2.516
1,51.04,34.8482119,136.5250671,65.44,76.052,2.0736,-0.6694,0,0.018,80.94,2.516
1,51.050000000000004,34.8482086,136.525068,65.44,76.014,2.0736,-0.6694,0,0.018,80.94,2.516
1,51.06,34.8481957,136.5250801,66.0,76.011,2.1136,-0.2185,0,0.006,81.0,2.512
1,51.07,34.8481982,136.5250807,66.0,76.005,2.1136,-0.2185,0,0.006,81.0,2.512
1,51.08,34.8482005,136.5250855,66.0,76.087,2.1136,-0.2185,0,0.006,81.0,2.512
1,51.09,34.8481861,136.5251002,66.0,75.935,1.4248,6.1207,1,0.0,80.99,2.508
1,51.1,34.8481879,136.5251017,66.0,75.962,1.4248,6.1207,1,0.0,80.99,2.508
1,51.11,34.8481747,136.5251174,66.0,76.068,1.645,11.4198,1,0.0,81.01,2.504
1,51.120000000000005,34.8481781,136.5251171,66.0,76.142,1.645,11.4198,1,0.0,81.01,2.504
1,51.13,34.8481778,136.5251165,66.0,76.154,1.645,11.4198,1,0.0,81.01,2.504
1,51.14,34.848158,136.5251319,66.0,76.97,0.7229,12.0362,1,0.0,80.95,2.5
1,51.15,34.8481608,136.5251329,66.0,77.023,0.7229,12.0362,1,0.0,80.95,2.5
1,51.160000000000004,34.8481602,136.525128,66.0,77.03,0.7229,12.0362,1,0.0,80.95,2.5
1,51.17,34.8481469,136.5251429,66.0,76.937,0.6031,12.4758,1,0.0,80.88,2.496
1,51.18,34.8481482,136.5251417,66.0,76.901,0.6031,12.4758,1,0.0,80.88,2.496
1,51.19,34.8481323,136.5251552,66.0,77.104,0.1813,11.963,1,0.0,80.77,2.492
1,51.2,34.8481332,136.5251583,66.0,77.061,0.1813,11.963,1,0.0,80.77,2.492
1,51.21,34.848135,136.5251555,66.0,77.023,0.1813,11.963,1,0.0,80.77,2.492
1,51.22,34.8481232,136.5251665,66.0,77.783,0.34,14.9256,1,0.0,80.68,2.488
1,51.230000000000004,34.8481221,136.5251686,66.0,77.847,0.34,14.9256,1,0.0,80.68,2.488
1,51.24,34.8481119,136.5251798,66.0,77.683,0.2431,13.6294,1,0.0,80.58,2.484
1,51.25,34.8481098,136.5251746,66.0,77.731,0.2431,13.6294,1,0.0,80.58,2.484
1,51.26,34.8481087,136.5251778,66.0,77.84,0.2431,13.6294,1,0.0,80.58,2.484
1,51.27,34.8480961,136.5251941,66.0,78.627,0.1139,14.2889,1,0.0,80.47,2.48
1,51.28,34.8480972,136.5251956,66.0,78.57,0.1139,14.2889,1,0.0,80.47,2.48
1,51.29,34.8480837,136.5252095,66.0,78.681,0.0461,17.2602,1,0.0,80.36,2.476
1,51.300000000000004,34.8480868,136.525206,66.0,78.684,0.0461,17.2602,1,0.0,80.36,2.476
1,51.31,34.8480875,136.5252033,66.0,78.636,0.0461,17.2602,1,0.0,80.36,2.476
1,51.32,34.8480746,136.5252185,66.0,79.414,0.3155,15.0919,1,0.0,80.27,2.472
1,51.33,34.8480751,136.5252159,66.0,79.454,0.3155,15.0919,1,0.0,80.27,2.472
1,51.34,34.8480767,136.5252178,66.0,79.441,0.3155,15.0919,1,0.0,80.27,2.472
1,51.35,34.8480639,136.5252326,66.0,79.7,-0.0126,10.9992,1,0.0,80.15,2.468
1,51.36,34.8480596,136.525234,66.0,79.688,-0.0126,10.9992,1,0.0,80.15,2.468
1,51.370000000000005,34.8480491,136.5252503,66.0,79.758,-0.6113,2.7814,1,0.0,80.08,2.464
1,51.38,34.8480493,136.525252,66.0,79.688,-0.6113,2.7814,1,0.0,80.08,2.464
1,51.39,34.8480507,136.5252539,66.0,79.709,-0.6113,2.7814,1,0.0,80.08,2.464
1,51.4,34.8480365,136.5252684,66.0,79.711,-0.0157,-1.1918,0,0.031,79.97,2.46
1,51.410000000000004,34.8480323,136.5252693,66.0,79.696,-0.0157,-1.1918,0,0.031,79.97,2.46
1,51.42,34.8480143,136.5252853,66.0,79.555,-0.3074,0.8116,1,0.0,79.88,2.456
1,51.43,34.848013,136.5252789,66.0,79.58,-0.3074,0.8116,1,0.0,79.88,2.456
1,51.44,34.8480151,136.5252815,66.0,79.503,-0.3074,0.8116,1,0.0,79.88,2.456
1,51.45,34.8480056,136.5252975,66.0,79.635,0.7981,4.8943,1,0.0,79.82,2.452
1,51.46,34.8480066,136.5252996,66.0,79.629,0.7981,4.8943,1,0.0,79.82,2.452
1,51.47,34.8479915,136.5253115,66.0,79.99,-0.8824,5.4193,1,0.0,79.78,2.448
1,51.480000000000004,34.8479902,136.5253112,66.0,79.987,-0.8824,5.4193,1,0.0,79.78,2.448
1,51.49,34.8479939,136.5253089,66.0,79.984,-0.8824,5.4193,1,0.0,79.78,2.448
1,51.5,34.847978,136.5253269,66.0,79.908,-3.0169,-3.8325,0,0.101,79.89,2.451
1,51.51,34.8479832,136.5253236,66.0,79.95,-3.0169,-3.8325,0,0.101,79.89,2.451
1,51.52,34.8479745,136.5253372,66.2,79.833,-1.5237,-16.6478,0,0.438,79.89,2.466
1,51.53,34.8479789,136.5253398,66.2,79.869,-1.5237,-16.6478,0,0.438,79.89,2.466
1,51.54,34.8479788,136.5253388,66.2,79.89,-1.5237,-16.6478,0,0.438,79.89,2.466
1,51.550000000000004,34.8479642,136.5253523,66.09,79.071,-1.8227,-24.7172,0,0.65,79.92,2.481
1,51.56,34.8479642,136.5253559,66.09,79.043,-1.8227,-24.7172,0,0.65,79.92,2.481
1,51.57,34.8479528,136.5253747,65.96,78.44,0.611,-31.1783,0,0.82,79.85,2.497
1,51.58,34.8479505,136.5253771,65.96,78.445,0.611,-31.1783,0,0.82,79.85,2.497
1,51.59,34.8479474,136.5253795,65.96,78.426,0.611,-31.1783,0,0.82,79.85,2.497
1,51.6,34.8479335,136.5253939,65.85,77.777,-2.7352,-38.2032,0,1.0,79.94,2.513
1,51.61,34.8479315,136.5253933,65.85,77.747,-2.7352,-38.2032,0,1.0,79.94,2.513
1,51.620000000000005,34.8479213,136.5254068,65.74,76.396,-2.6697,-44.1894,0,1.0,80.02,2.529
1,51.63,34.8479196,136.5254074,65.74,76.401,-2.6697,-44.1894,0,1.0,80.02,2.529
1,51.64,34.8479197,136.5254061,65.74,76.453,-2.6697,-44.1894,0,1.0,80.02,2.529
1,51.65,34.8479088,136.5254204,65.63,75.152,-3.8002,-41.0539,0,1.0,80.19,2.545
1,51.660000000000004,34.8479114,136.5254224,65.63,75.232,-3.8002,-41.0539,0,1.0,80.19,2.545
1,51.67,34.8478984,136.525441,65.52,74.265,-3.8453,-32.2102,0,0.848,80.36,2.562
1,51.68,34.8478986,136.5254419,65.52,74.236,-3.8453,-32.2102,0,0.848,80.36,2.562
1,51.69,34.8478957,136.5254466,65.52,74.194,-3.8453,-32.2102,0,0.848,80.36,2.562
1,51.7,34.8478851,136.5254598,65.39,73.584,-3.8508,-32.1705,0,0.847,80.53,2.578
1,51.71,34.8478874,136.5254543,65.39,73.573,-3.8508,-32.1705,0,0.847,80.53,2.578
1,51.72,34.8478825,136.5254563,65.39,73.558,-3.8508,-32.1705,0,0.847,80.53,2.578
1,51.730000000000004,34.8478726,136.5254692,65.28,72.789,-6.1734,-32.0929,0,0.845,80.86,2.595
1,51.74,34.8478704,136.5254685,65.28,72.791,-6.1734,-32.0929,0,0.845,80.86,2.595
1,51.75,34.8478583,136.5254779,65.17,71.205,-3.1467,-25.0596,0,0.659,80.97,2.613
1,51.76,34.8478579,136.5254761,65.17,71.215,-3.1467,-25.0596,0,0.659,80.97,2.613
1,51.77,34.8478573,136.5254728,65.17,71.157,-3.1467,-25.0596,0,0.659,80.97,2.613
1,51.78,34.8478438,136.5254891,65.06,71.147,-2.6812,-11.8215,0,0.311,81.04,2.616
1,51.79,34.8478412,136.5254892,65.06,71.123,-2.6812,-11.8215,0,0.311,81.04,2.616
1,51.800000000000004,34.8478423,136.5254906,65.06,71.125,-2.6812,-11.8215,0,0.311,81.04,2.616
1,51.81,34.8478277,136.5255084,64.94,70.898,0.0,1.7326,1,0.0,80.91,2.612
1,51.82,34.8478247,136.5255108,64.94,70.907,0.0,1.7326,1,0.0,80.91,2.612
1,51.83,34.8478225,136.5255067,64.94,70.968,0.0,1.7326,1,0.0,80.91,2.612
1,51.84,34.8478077,136.5255265,64.82,71.065,-1.7359,4.5896,1,0.0,80.91,2.608
1,51.85,34.8478072,136.5255274,64.82,71.082,-1.7359,4.5896,1,0.0,80.91,2.608
1,51.86,34.847809,136.5255275,64.82,71.107,-1.7359,4.5896,1,0.0,80.91,2.608
1,51.870000000000005,34.8477919,136.5255416,64.7,71.777,-1.753,0.7806,1,0.0,80.92,2.604
1,51.88,34.8477948,136.5255425,64.7,71.723,-1.753,0.7806,1,0.0,80.92,2.604
1,51.89,34.8477809,136.5255524,64.58,71.306,-0.832,-6.8228,0,0.18,80.85,2.6
1,51.9,34.8477806,136.5255524,64.58,71.292,-0.832,-6.8228,0,0.18,80.85,2.6
1,51.910000000000004,34.8477811,136.5255561,64.58,71.232,-0.832,-6.8228,0,0.18,80.85,2.6
1,51.92,34.8477705,136.5255703,64.48,70.859,-1.3281,-8.007,0,0.211,80.83,2.596
1,51.93,34.8477674,136.5255677,64.48,70.895,-1.3281,-8.007,0,0.211,80.83,2.596
1,51.94,34.8477714,136.5255681,64.48,70.9,-1.3281,-8.007,0,0.211,80.83,2.596
1,51.95,34.8477572,136.5255755,64.35,70.725,-0.2396,0.394,0,0.0,80.71,2.592
1,51.96,34.8477569,136.5255715,64.35,70.803,-0.2396,0.394,0,0.0,80.71,2.592
1,51.97,34.8477593,136.5255717,64.35,70.755,-0.2396,0.394,0,0.0,80.71,2.592
1,51.980000000000004,34.847743,136.5255931,64.0,71.013,-0.2332,7.6633,1,0.0,80.6,2.588
1,51.99,34.8477433,136.5255936,64.0,70.974,-0.2332,7.6633,1,0.0,80.6,2.588
1,52.0,34.8477416,136.5255946,64.0,70.999,-0.2332,7.6633,1,0.0,80.6,2.588
